iteration,model,hp,dim_method,do_scale,n_pca,other_cols,dataset_size,confusion_matrix,accuracy,precision,recall,f1,kappa,kappa_std,score,kappa_nonzero
907,NN,"{'hidden_layer_sizes': (128,), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,True,N/A,[],616,"[[55, 49], [86, 106]]",0.5459672971193709,0.489091513074347,0.5173758263788643,0.4406802856685905,-0.013759248013756942,0.08099595850047278,-0.09475520651422972,1
943,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'log2'}",pca,True,10,[],616,"[[74, 30], [124, 68]]",0.46959681867515973,0.47532327656334544,0.5047641387119431,0.4103468427317716,-0.011848953322221209,0.0840509824915729,-0.09589993581379411,1
656,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",pca,False,15,[],616,"[[74, 30], [117, 75]]",0.46519165643589605,0.5594121056077578,0.5343049020900442,0.4115840185789564,0.052847883098280556,0.14978506501363528,-0.09693718191535472,1
873,RF,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,False,15,[],616,"[[81, 23], [128, 64]]",0.4809040442680996,0.4741981196995946,0.5378781276565038,0.41657629936488316,0.02264122269116727,0.12036207613816292,-0.09772085344699566,1
419,RF,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'max_features': 0.5}",pca,True,10,[],616,"[[73, 31], [124, 68]]",0.45957659436922116,0.47463302308720134,0.5050695534021963,0.3888918911119914,-0.010168850290149023,0.08900588762540458,-0.0991747379155536,1
137,RF,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'log2'}",freq,False,N/A,[],616,"[[64, 40], [85, 107]]",0.5858198554051088,0.5566712081955983,0.5705373616482426,0.509334231252076,0.09664041201345175,0.19714879542702676,-0.10050838341357501,1
811,NN,"{'hidden_layer_sizes': (128,), 'activation': 'relu', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",pca,False,5,[],616,"[[24, 80], [68, 124]]",0.48137999750902977,0.5529712291268356,0.5155296802321104,0.4125940741710898,0.015601226610862606,0.11634751563584247,-0.10074628902497987,1
368,RF,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'log2'}",pca,False,10,[],616,"[[76, 28], [132, 60]]",0.44036350372755906,0.4735390589045516,0.5043753597502562,0.38172913650668666,-0.007670389188991988,0.0940416340887288,-0.10171202327772079,1
499,RF,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'sqrt'}",pca,False,10,[],616,"[[76, 28], [132, 60]]",0.44036350372755906,0.4735390589045516,0.5043753597502562,0.38172913650668666,-0.007670389188991988,0.0940416340887288,-0.10171202327772079,1
314,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'log2'}",pca,True,15,[],616,"[[82, 22], [131, 61]]",0.47299817921937737,0.45608697264809234,0.532441397167992,0.40574854714198977,0.015011247196791921,0.11688066215975916,-0.10186941496296724,1
320,RF,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'sqrt'}",pca,False,15,[],616,"[[82, 22], [131, 61]]",0.47299817921937737,0.45608697264809234,0.532441397167992,0.40574854714198977,0.015011247196791921,0.11688066215975916,-0.10186941496296724,1
556,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'sqrt'}",pca,False,15,[],616,"[[82, 22], [131, 61]]",0.47299817921937737,0.45608697264809234,0.532441397167992,0.40574854714198977,0.015011247196791921,0.11688066215975916,-0.10186941496296724,1
128,ET,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 0.5}",pca,True,20,[],616,"[[74, 30], [118, 74]]",0.4900049819404659,0.46974712635089994,0.5101473822545349,0.41298647548059636,0.0009589550439698113,0.10349583474675966,-0.10253687970278985,1
