iteration,model,hp,dim_method,do_scale,filter_ok,n_pca,other_cols,dataset_size,confusion_matrix,accuracy,precision,recall,f1,kappa,kappa_std,score,kappa_nonzero
877,RF,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 0.5}",pca,False,True,5,[],66,"[[20, 1], [9, 2]]",0.7154761904761905,0.464520202020202,0.5238095238095238,0.4705882352941176,,,,0
878,SVM,"{'C': 1, 'kernel': 'linear', 'gamma': 'auto'}",freq,True,True,N/A,[],66,"[[18, 3], [9, 2]]",0.6678571428571428,0.40324074074074073,0.4761904761904762,0.4316993464052287,,,,0
879,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'log2'}",pca,True,True,10,[],66,"[[19, 2], [8, 3]]",0.705952380952381,0.48194444444444445,0.5238095238095238,0.4891117052881759,,,,0
882,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,15,[],66,"[[20, 1], [9, 2]]",0.7154761904761905,0.464520202020202,0.5238095238095238,0.4705882352941176,,,,0
887,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'max_features': 0.5}",freq,True,True,N/A,[],66,"[[21, 0], [9, 2]]",0.7392857142857143,0.5263888888888889,0.5476190476190476,0.48969154913427354,,,,0
888,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'relu', 'alpha': 0.01, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",pca,True,True,5,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
892,SVM,"{'C': 1, 'kernel': 'rbf', 'gamma': 'auto'}",freq,True,True,N/A,[],66,"[[16, 5], [9, 2]]",0.5726190476190477,0.4763888888888889,0.42857142857142855,0.4079922027290448,,,,0
898,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,5,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
899,ET,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,True,N/A,[],66,"[[18, 3], [9, 2]]",0.6678571428571428,0.40324074074074073,0.4761904761904762,0.4316993464052287,,,,0
900,RF,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,False,True,5,[],66,"[[20, 1], [9, 2]]",0.7154761904761905,0.464520202020202,0.5238095238095238,0.4705882352941176,,,,0
902,SVM,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale'}",,False,True,N/A,"['relationExtrusionWeight', 'drugConcentration']",61,"[[17, 0], [12, 0]]",0.6027676027676027,0.30138380138380133,0.5,0.3746031746031746,,,,0
903,RF,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'sqrt'}",pca,True,True,15,"['relationExtrusionWeight', 'drugConcentration']",61,"[[15, 2], [9, 3]]",0.6503866503866503,0.5446127946127947,0.6373015873015873,0.5533068783068783,,,,0
904,RF,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'max_features': 0.5}",pca,True,True,5,[],66,"[[20, 1], [9, 2]]",0.7154761904761905,0.464520202020202,0.5238095238095238,0.4705882352941176,,,,0
907,ET,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,True,N/A,[],66,"[[21, 0], [10, 1]]",0.7154761904761905,0.5189102564102565,0.5238095238095238,0.4511437908496732,,,,0
909,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'max_features': 0.5}",pca,True,True,10,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
910,NN,"{'hidden_layer_sizes': (256,), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,True,True,N/A,[],66,"[[18, 3], [8, 3]]",0.6916666666666668,0.4291666666666667,0.5,0.45862242332830566,,,,0
914,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale'}",freq,False,True,N/A,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
917,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,5,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
922,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],66,"[[21, 0], [10, 1]]",0.7154761904761905,0.5189102564102565,0.5238095238095238,0.4511437908496732,,,,0
925,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'sqrt'}",,False,True,N/A,['relationExtrusionWeight'],61,"[[17, 0], [12, 0]]",0.6027676027676027,0.30138380138380133,0.5,0.3746031746031746,,,,0
926,SVM,"{'C': 1, 'kernel': 'poly', 'gamma': 'auto'}",freq,False,True,N/A,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
927,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'auto'}",pca,True,True,5,[],66,"[[18, 3], [11, 0]]",0.6202380952380953,0.32310606060606056,0.42857142857142855,0.36688453159041395,,,,0
928,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale'}",freq,True,True,N/A,"['relationExtrusionWeight', 'drugConcentration']",61,"[[16, 1], [10, 2]]",0.6503866503866503,0.5723905723905724,0.5873015873015873,0.5344516594516594,,,,0
932,SVM,"{'C': 1, 'kernel': 'rbf', 'gamma': 'scale'}",freq,True,True,N/A,[],66,"[[16, 5], [9, 2]]",0.5726190476190477,0.4763888888888889,0.42857142857142855,0.4079922027290448,,,,0
935,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,True,True,N/A,[],66,"[[18, 3], [8, 3]]",0.6916666666666668,0.4291666666666667,0.5,0.45862242332830566,,,,0
951,SVM,"{'C': 10, 'kernel': 'rbf', 'gamma': 'auto'}",pca,True,True,20,[],66,"[[20, 1], [8, 3]]",0.7392857142857143,0.4875,0.5476190476190476,0.5013666072489602,,,,0
952,RF,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 0.5}",pca,True,True,10,[],66,"[[18, 3], [6, 5]]",0.7392857142857143,0.4777777777777777,0.5476190476190476,0.5064856711915535,,,,0
955,RF,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,True,N/A,[],66,"[[18, 3], [11, 0]]",0.6202380952380953,0.32310606060606056,0.42857142857142855,0.36688453159041395,,,,0
967,RF,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'log2'}",freq,True,True,N/A,[],66,"[[18, 3], [11, 0]]",0.6202380952380953,0.32310606060606056,0.42857142857142855,0.36688453159041395,,,,0
970,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'log2'}",pca,False,True,5,[],66,"[[20, 1], [9, 2]]",0.7154761904761905,0.464520202020202,0.5238095238095238,0.4705882352941176,,,,0
982,ET,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 'log2'}",pca,False,True,20,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
983,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
984,SVM,"{'C': 100, 'kernel': 'poly', 'gamma': 'auto'}",pca,True,True,15,[],66,"[[16, 5], [10, 1]]",0.525,0.39444444444444443,0.5476190476190476,0.37005913476501706,,,,0
989,NN,"{'hidden_layer_sizes': (128,), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,['relationExtrusionWeight'],61,"[[17, 0], [12, 0]]",0.6027676027676027,0.30138380138380133,0.5,0.3746031746031746,,,,0
993,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],66,"[[21, 0], [11, 0]]",0.6916666666666668,0.3458333333333334,0.5,0.40392156862745093,,,,0
994,RF,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'log2'}",pca,False,True,15,[],66,"[[20, 1], [8, 3]]",0.7392857142857143,0.4875,0.5476190476190476,0.5013666072489602,,,,0
996,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'log2'}",freq,True,True,N/A,[],66,"[[18, 3], [9, 2]]",0.6678571428571428,0.40324074074074073,0.4761904761904762,0.4316993464052287,,,,0
1000,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,True,True,N/A,[],66,"[[18, 3], [9, 2]]",0.6678571428571428,0.40324074074074073,0.4761904761904762,0.4316993464052287,,,,0
